"","dominance10","prestige10","leadership10","dominance6","prestige6","leadership6","dominance4","prestige4","leadership4","MFQ_harm_s","MFQ_fair_s","MFQ_ingroup_s","MFQ_authority_s","MFQ_purity_s","gender","age","employment_rank","percentage"
"2091",NA,NA,NA,18,25,25,12,17,17,0.168408559162883,0.682269466701658,1.32733952685776,1.38379507942438,1.85410518792969,"male",26,2,0
"210",NA,NA,NA,15,25,29,9,17,19,0.392681458774471,0.442953008356051,1.88646901864109,1.00191485178594,2.02174580166656,"male",26,9,0
"2111",NA,NA,NA,13,24,16,8,14,9,0.168408559162883,-0.0356799083351631,-0.350048948492231,0.810974737966721,-0.660504018123237,"female",25,6,0
"2121",NA,NA,NA,13,18,21,7,12,15,0.841227257997646,-0.0356799083351631,0.76821003507443,-0.143725831129376,0.177699050561074,"male",57,3,0
"2131",NA,NA,NA,7,18,16,4,10,12,1.06550015760923,0.921585925047265,0.39545704055221,1.19285496560516,1.01590211924538,"female",26,1,0
"2141",NA,NA,NA,16,27,23,8,18,15,0.168408559162883,-0.753629283371985,1.14096302959665,0.620034624147501,0.345339664297936,"male",32,6,0
"2151",NA,NA,NA,9,24,7,6,17,4,-0.728683039283468,0.203636550010444,0.0227040460299897,-0.334665944948596,-0.325222790649513,"female",61,1,0
"2161",NA,NA,NA,19,17,13,12,11,9,-0.0558643404487048,-0.0356799083351631,-0.350048948492231,0.0472142826898431,0.345339664297936,"female",27,0,0
"2171",NA,NA,NA,8,21,10,5,13,5,0.616954358386058,-0.992945741717592,-1.46830793205889,-0.525606058767815,-0.995785245596961,"female",24,1,0
"2181",NA,NA,NA,13,23,23,9,14,15,-1.40150173811823,-0.753629283371985,0.95458653233554,0.620034624147501,0.848261505508522,"male",25,9,0
"2191",NA,NA,NA,8,27,29,5,18,18,0.841227257997646,0.682269466701658,0.58183353781332,-0.143725831129376,-1.66634770054441,"female",26,7,0
"2201",NA,NA,NA,16,16,28,9,12,18,-2.07432043695299,-1.2322622000632,-0.909178440275561,-0.143725831129376,-0.492863404386375,"male",48,4,0
"2211",NA,NA,NA,15,22,18,9,14,11,0.616954358386058,1.16090238339287,0.2090805432911,-0.334665944948596,1.01590211924538,"female",30,7,0
"222",NA,NA,NA,17,19,28,11,12,18,-2.97141203539935,0.442953008356051,-0.722801943014451,0.0472142826898431,-0.325222790649513,"female",35,8,0
"2231",NA,NA,NA,10,27,29,5,19,20,-0.0558643404487048,-0.27499636668077,0.0227040460299897,-0.143725831129376,0.345339664297936,"female",28,8,0
"2241",NA,NA,NA,9,19,26,5,10,16,-0.952955938895056,-0.27499636668077,0.76821003507443,0.429094510328282,0.0100584368242115,"female",27,9,0
"2251",NA,NA,NA,22,19,21,14,13,14,-0.50441013967188,0.442953008356051,0.58183353781332,-0.907486286406254,-0.828144631860099,"male",26,2,0
"2281",NA,NA,NA,14,21,20,9,14,14,1.06550015760923,0.442953008356051,0.95458653233554,-0.143725831129376,0.0100584368242115,"male",38,1,0
"2291",NA,NA,NA,7,20,18,5,11,9,-1.17722883850664,-1.47157865840881,-1.09555493753667,-0.143725831129376,-0.492863404386375,"female",47,1,0
"2301",NA,NA,NA,16,20,12,8,13,8,1.51404595683241,2.1181682167753,-2.02743742384222,-3.00782753841767,-2.169269541755,"female",25,1,0
"2311",NA,NA,NA,16,19,11,10,12,8,-0.728683039283468,-1.95021157510002,0.58183353781332,0.620034624147501,0.68062089177166,"male",45,1,0
"2331",NA,NA,NA,26,20,29,17,12,19,-0.50441013967188,0.921585925047265,1.51371602411887,1.38379507942438,1.01590211924538,"male",35,4,0
"2341",NA,NA,NA,14,23,18,9,15,11,1.06550015760923,-0.0356799083351631,0.76821003507443,0.620034624147501,0.177699050561074,"female",54,1,0
"2351",NA,NA,NA,16,24,23,10,16,15,-0.50441013967188,-0.514312825026377,0.0227040460299897,-0.334665944948596,0.177699050561074,"female",26,4,0
"2361",NA,NA,NA,31,36,16,20,24,12,0.616954358386058,0.682269466701658,2.0728455159022,2.14755553470126,1.85410518792969,"male",38,4,0
"237",NA,NA,NA,27,24,7,20,13,5,-1.62577463772982,0.442953008356051,-1.65468442932,-1.09842640022547,-0.660504018123237,"female",30,1,0
"238",NA,NA,NA,17,26,23,12,18,16,0.841227257997646,0.203636550010444,1.14096302959665,1.76567530706282,0.345339664297936,"female",35,1,0
"239",NA,NA,NA,13,20,22,9,12,14,1.06550015760923,-0.514312825026377,0.39545704055221,0.238154396509063,1.01590211924538,"female",44,6,0
"2401",NA,NA,NA,8,18,18,6,11,12,0.841227257997646,0.442953008356051,1.14096302959665,0.620034624147501,-0.325222790649513,"male",28,6,0
"2411",NA,NA,NA,14,18,19,9,11,14,-2.97141203539935,0.203636550010444,-0.722801943014451,0.0472142826898431,-0.828144631860099,"male",19,1,0
"2421",NA,NA,NA,13,20,26,9,13,17,0.392681458774471,-0.753629283371985,-0.16367245123112,-1.09842640022547,0.345339664297936,"male",39,7,0
"2431",NA,NA,NA,10,13,20,5,8,13,-0.50441013967188,-0.753629283371985,-0.536425445753341,-0.716546172587034,-0.492863404386375,"male",62,3,0
"2441",NA,NA,NA,28,31,31,17,21,21,-0.952955938895056,-0.753629283371985,0.0227040460299897,-0.143725831129376,1.01590211924538,"female",31,8,0
"2451",NA,NA,NA,9,28,25,6,18,17,1.28977305722082,0.921585925047265,1.88646901864109,0.429094510328282,1.51882396045597,"female",51,6,0
"2461",NA,NA,NA,11,21,21,7,15,15,-0.280137240060293,-0.753629283371985,-0.722801943014451,-0.334665944948596,-0.157582176912651,"male",35,4,0
"2471",NA,NA,NA,11,14,16,5,9,11,-0.0558643404487048,-0.0356799083351631,0.76821003507443,-0.334665944948596,-0.492863404386375,"female",42,1,0
"2481",NA,NA,NA,17,28,30,10,19,20,0.392681458774471,-0.753629283371985,0.2090805432911,0.429094510328282,-0.995785245596961,"female",30,7,0
"2491",NA,NA,NA,16,20,28,10,12,19,-0.0558643404487048,-0.514312825026377,1.14096302959665,-0.907486286406254,-0.995785245596961,"female",41,3,0
"2501",NA,NA,NA,13,16,28,7,10,18,-0.280137240060293,0.682269466701658,-1.46830793205889,0.0472142826898431,-0.660504018123237,"female",50,9,0
"2511",NA,NA,NA,17,26,21,11,16,14,0.168408559162883,-1.47157865840881,0.39545704055221,0.810974737966721,-0.492863404386375,"female",33,2,0
"252",NA,NA,NA,11,25,25,5,17,16,0.616954358386058,-0.0356799083351631,-0.536425445753341,0.429094510328282,0.0100584368242115,"female",38,9,0
"254",NA,NA,NA,12,21,11,7,15,8,-0.728683039283468,-0.27499636668077,-0.722801943014451,0.620034624147501,0.177699050561074,"female",32,0,0
"256",NA,NA,NA,18,34,23,11,22,17,0.841227257997646,1.16090238339287,1.51371602411887,1.5747351932436,1.51882396045597,"female",32,3,0
"257",NA,NA,NA,14,26,21,9,17,14,-0.0558643404487048,-1.95021157510002,-0.909178440275561,-0.525606058767815,-0.995785245596961,"female",30,1,0
"258",NA,NA,NA,8,14,11,4,11,8,0.168408559162883,0.203636550010444,-0.350048948492231,-0.525606058767815,1.01590211924538,"male",40,2,0
"259",NA,NA,NA,20,23,24,12,14,15,0.168408559162883,-0.753629283371985,0.58183353781332,0.429094510328282,0.345339664297936,"male",43,0,0
"260",NA,NA,NA,20,23,18,14,14,13,-0.952955938895056,-0.514312825026377,0.39545704055221,0.810974737966721,0.345339664297936,"male",24,1,0
"261",NA,NA,NA,11,18,29,7,11,20,1.06550015760923,1.16090238339287,-0.350048948492231,0.238154396509063,0.512980278034798,"male",33,5,0
"262",NA,NA,NA,16,18,14,10,10,9,-0.0558643404487048,-0.753629283371985,0.2090805432911,0.238154396509063,-0.157582176912651,"female",37,7,0
"263",NA,NA,NA,9,23,27,6,17,18,-0.50441013967188,1.40021884173848,0.39545704055221,0.238154396509063,-0.157582176912651,"male",24,9,0
"264",NA,NA,NA,24,26,27,14,17,18,-0.728683039283468,-0.0356799083351631,0.58183353781332,0.620034624147501,-0.325222790649513,"female",33,5,0
"265",NA,NA,NA,6,14,10,4,7,8,0.841227257997646,-0.992945741717592,-1.46830793205889,-1.67124674168313,-0.995785245596961,"female",35,1,0
"266",NA,NA,NA,9,13,20,5,9,12,-0.0558643404487048,-0.514312825026377,0.2090805432911,-0.716546172587034,0.177699050561074,"male",28,9,0
"267",NA,NA,NA,10,26,7,7,16,5,0.168408559162883,1.40021884173848,0.76821003507443,1.95661542088204,1.35118334671911,"male",36,3,0
"269",NA,NA,NA,15,21,19,10,13,12,0.168408559162883,-0.0356799083351631,-0.722801943014451,-1.67124674168313,-1.49870708680755,"female",28,6,0
"270",NA,NA,NA,13,24,30,6,17,20,0.168408559162883,-0.27499636668077,0.0227040460299897,0.620034624147501,0.0100584368242115,"male",42,6,0
"271",NA,NA,NA,14,22,13,8,15,9,-0.0558643404487048,0.921585925047265,-0.350048948492231,0.429094510328282,-0.492863404386375,"male",45,1,0
"272",NA,NA,NA,20,26,28,11,16,19,-1.62577463772982,-1.95021157510002,-1.09555493753667,-0.143725831129376,-0.995785245596961,"female",37,5,0
"273",NA,NA,NA,7,22,25,4,13,17,-0.50441013967188,0.682269466701658,0.58183353781332,0.0472142826898431,-0.660504018123237,"female",42,4,0
"274",NA,NA,NA,11,23,27,6,14,18,0.841227257997646,0.203636550010444,0.58183353781332,0.810974737966721,0.68062089177166,"male",35,3,0
"275",NA,NA,NA,12,19,31,6,12,20,0.168408559162883,0.203636550010444,0.76821003507443,1.5747351932436,1.01590211924538,"female",59,1,0
"276",NA,NA,NA,26,29,29,16,19,20,-0.50441013967188,-1.2322622000632,0.2090805432911,1.95661542088204,0.512980278034798,"male",22,9,0
"277",NA,NA,NA,6,19,13,4,11,8,0.841227257997646,-0.753629283371985,-0.536425445753341,-0.334665944948596,-0.828144631860099,"female",43,1,0
"278",NA,NA,NA,11,28,30,7,18,20,0.616954358386058,2.1181682167753,-2.21381392110333,0.238154396509063,0.345339664297936,"male",40,1,0
"279",NA,NA,NA,17,21,13,10,14,10,1.28977305722082,1.87885175842969,-0.16367245123112,0.0472142826898431,-0.325222790649513,"female",43,6,0
"280",NA,NA,NA,17,25,24,10,17,17,0.392681458774471,-0.0356799083351631,0.0227040460299897,1.00191485178594,0.68062089177166,"female",32,4,0
"281",NA,NA,NA,16,17,20,11,11,14,0.841227257997646,0.203636550010444,1.32733952685776,0.810974737966721,1.01590211924538,"male",58,0,0
"282",NA,NA,NA,6,20,21,4,12,15,0.392681458774471,-0.0356799083351631,0.95458653233554,0.429094510328282,1.01590211924538,"female",33,0,0
"283",NA,NA,NA,6,19,6,4,12,4,1.06550015760923,1.40021884173848,0.0227040460299897,0.238154396509063,-0.325222790649513,"female",30,1,0
"284",NA,NA,NA,10,29,22,4,20,15,0.616954358386058,0.921585925047265,0.95458653233554,0.429094510328282,1.01590211924538,"female",32,4,0
"285",NA,NA,NA,13,22,22,8,14,15,-1.62577463772982,-0.0356799083351631,0.39545704055221,1.19285496560516,-0.995785245596961,"male",47,1,0
"286",NA,NA,NA,24,28,24,17,19,16,0.616954358386058,0.203636550010444,1.14096302959665,1.38379507942438,1.01590211924538,"male",23,3,0
"287",NA,NA,NA,26,33,31,15,22,21,-0.952955938895056,0.682269466701658,-0.16367245123112,-0.716546172587034,-0.325222790649513,"male",23,4,0
"288",NA,NA,NA,12,28,9,8,18,4,0.841227257997646,-0.514312825026377,-0.909178440275561,0.0472142826898431,0.848261505508522,"female",52,0,0
"289",NA,NA,NA,6,17,13,4,12,9,-0.50441013967188,0.203636550010444,-0.909178440275561,-1.86218685550235,-1.83398831428127,"female",41,1,0
"290",NA,NA,NA,21,29,28,13,20,19,0.616954358386058,0.442953008356051,-0.536425445753341,-1.86218685550235,-1.83398831428127,"female",34,6,0
"291",NA,NA,NA,11,17,16,7,9,10,0.841227257997646,0.203636550010444,-1.28193143479778,0.0472142826898431,0.177699050561074,"male",34,8,0
"292",NA,NA,NA,17,25,12,11,16,7,1.51404595683241,1.40021884173848,0.39545704055221,0.429094510328282,0.177699050561074,"female",25,2,0
"293",NA,NA,NA,12,28,14,6,18,11,1.51404595683241,1.16090238339287,-0.350048948492231,-0.334665944948596,-0.828144631860099,"female",29,1,0
"294",NA,NA,NA,17,26,21,11,17,13,0.616954358386058,-0.514312825026377,0.39545704055221,-0.525606058767815,0.345339664297936,"female",26,2,0
"297",NA,NA,NA,11,17,24,7,10,14,0.168408559162883,-0.514312825026377,-0.722801943014451,0.620034624147501,0.68062089177166,"male",29,3,0
"298",NA,NA,NA,8,9,17,6,5,11,-2.52286623617617,-1.95021157510002,-0.722801943014451,-0.907486286406254,0.0100584368242115,"female",21,0,0
"299",NA,NA,NA,16,24,22,9,17,15,0.168408559162883,1.16090238339287,-1.28193143479778,-2.05312696932157,-1.16342585933382,"male",33,6,0
"300",NA,NA,NA,16,18,23,11,9,15,0.616954358386058,0.921585925047265,-0.722801943014451,-1.86218685550235,-0.995785245596961,"male",30,2,0
"302",NA,NA,NA,14,20,19,9,15,14,-0.728683039283468,-0.514312825026377,-1.09555493753667,-0.525606058767815,-0.660504018123237,"male",32,5,0
"303",NA,NA,NA,18,20,12,11,12,8,-0.952955938895056,-1.95021157510002,-0.536425445753341,0.0472142826898431,-0.995785245596961,"female",34,1,0
"304",NA,NA,NA,17,22,26,11,13,17,1.06550015760923,-0.27499636668077,-0.16367245123112,-0.334665944948596,0.177699050561074,"female",49,4,0
"305",NA,NA,NA,21,22,17,13,13,10,-1.62577463772982,-0.0356799083351631,-0.909178440275561,-0.716546172587034,-0.828144631860099,"male",36,0,0
"306",NA,NA,NA,20,30,23,13,20,15,1.738318856444,1.63953530008409,2.44559851042442,0.810974737966721,0.68062089177166,"female",34,3,0
"307",NA,NA,NA,6,21,20,4,14,13,0.616954358386058,0.442953008356051,0.39545704055221,0.810974737966721,-0.157582176912651,"female",26,1,0
"308",NA,NA,NA,10,18,10,6,12,7,-0.728683039283468,-1.2322622000632,-0.909178440275561,-1.09842640022547,0.177699050561074,"female",37,1,0
"309",NA,NA,NA,15,26,28,10,17,18,0.392681458774471,0.682269466701658,0.95458653233554,1.38379507942438,0.68062089177166,"female",27,10,0
"310",NA,NA,NA,17,28,29,11,17,20,0.616954358386058,-0.0356799083351631,0.76821003507443,0.238154396509063,0.345339664297936,"female",40,8,0
"311",NA,NA,NA,15,29,32,11,20,22,-1.85004753734141,0.442953008356051,1.88646901864109,-0.143725831129376,0.0100584368242115,"male",26,5,0
"312",NA,NA,NA,22,18,27,14,11,17,-0.728683039283468,-0.514312825026377,-0.722801943014451,-0.525606058767815,-0.995785245596961,"female",38,8,0
"313",NA,NA,NA,18,23,26,11,15,17,0.168408559162883,-0.27499636668077,0.0227040460299897,0.429094510328282,0.68062089177166,"female",46,6,0
"314",NA,NA,NA,22,23,24,16,16,18,-1.17722883850664,-1.2322622000632,0.2090805432911,-0.907486286406254,0.68062089177166,"female",33,11,0
"315",NA,NA,NA,13,20,21,6,11,14,1.06550015760923,0.203636550010444,0.0227040460299897,0.620034624147501,0.345339664297936,"female",44,8,0
"316",NA,NA,NA,15,27,29,9,18,19,1.28977305722082,0.682269466701658,0.95458653233554,0.238154396509063,-0.157582176912651,"female",47,4,0
"317",NA,NA,NA,12,18,23,8,12,14,-0.50441013967188,-0.27499636668077,-1.46830793205889,-0.907486286406254,-0.660504018123237,"female",35,6,0
"318",NA,NA,NA,9,27,10,6,19,7,-0.280137240060293,0.442953008356051,-1.28193143479778,0.238154396509063,0.848261505508522,"female",51,1,0
"319",NA,NA,NA,8,28,18,5,19,13,-0.280137240060293,0.203636550010444,0.39545704055221,1.19285496560516,0.68062089177166,"male",34,1,0
"320",NA,NA,NA,6,21,15,4,14,10,-0.952955938895056,-0.514312825026377,-1.65468442932,-0.907486286406254,0.68062089177166,"female",45,0,0
"321",NA,NA,NA,23,25,22,15,18,15,-0.952955938895056,-0.27499636668077,0.76821003507443,1.38379507942438,1.35118334671911,"male",26,9,0
"322",NA,NA,NA,21,24,18,14,15,12,1.28977305722082,0.682269466701658,-0.16367245123112,-1.67124674168313,-2.33691015549186,"female",29,1,0
"323",NA,NA,NA,8,21,11,4,12,7,0.616954358386058,0.682269466701658,-0.350048948492231,0.0472142826898431,0.0100584368242115,"female",45,1,0
"324",NA,NA,NA,13,17,20,8,10,13,0.392681458774471,-0.27499636668077,-0.16367245123112,-1.28936651404469,0.0100584368242115,"female",51,5,0
"325",NA,NA,NA,34,35,25,24,24,18,0.616954358386058,1.63953530008409,2.0728455159022,2.33849564852048,2.35702702914028,"female",34,0,0
"327",NA,NA,NA,16,35,21,8,24,17,1.28977305722082,0.682269466701658,-1.28193143479778,-0.716546172587034,-0.828144631860099,"male",19,2,0
"329",NA,NA,NA,17,23,21,11,14,14,0.616954358386058,1.16090238339287,0.95458653233554,0.810974737966721,0.512980278034798,"male",54,1,0
"330",NA,NA,NA,27,32,31,17,21,20,-0.728683039283468,-2.18952803344563,-0.722801943014451,0.238154396509063,-0.492863404386375,"female",27,0,0
"331",NA,NA,NA,17,31,23,9,22,16,0.841227257997646,1.16090238339287,1.51371602411887,1.19285496560516,1.51882396045597,"female",35,6,0
"332",NA,NA,NA,8,29,19,6,19,13,0.392681458774471,-0.0356799083351631,-0.350048948492231,0.0472142826898431,0.512980278034798,"female",32,1,0
"334",NA,NA,NA,15,25,25,9,17,17,-0.0558643404487048,-1.2322622000632,0.0227040460299897,1.00191485178594,0.0100584368242115,"female",40,1,0
"336",NA,NA,NA,7,28,20,4,19,15,-1.62577463772982,-1.2322622000632,0.95458653233554,0.429094510328282,-0.492863404386375,"male",46,0,0
"337",NA,NA,NA,15,16,27,9,12,19,-0.50441013967188,0.442953008356051,1.88646901864109,-0.907486286406254,-0.157582176912651,"male",20,1,0
"339",NA,NA,NA,14,27,24,9,18,16,-0.952955938895056,-0.992945741717592,-0.16367245123112,0.238154396509063,-0.157582176912651,"female",28,4,0
"341",NA,NA,NA,24,31,34,16,19,23,1.51404595683241,1.40021884173848,2.81835150494664,2.33849564852048,1.68646457419283,"female",23,1,0
"342",NA,NA,NA,6,11,8,4,5,6,0.841227257997646,1.63953530008409,0.76821003507443,0.620034624147501,1.35118334671911,"female",34,1,0
"343",NA,NA,NA,17,21,19,11,13,13,0.392681458774471,0.203636550010444,0.0227040460299897,0.810974737966721,0.177699050561074,"female",37,7,0
"344",NA,NA,NA,11,17,17,7,10,10,0.841227257997646,-0.514312825026377,-0.722801943014451,-0.334665944948596,0.512980278034798,"female",63,0,0
"345",NA,NA,NA,12,29,16,8,19,12,0.168408559162883,-1.2322622000632,0.0227040460299897,0.238154396509063,-0.492863404386375,"female",27,1,0
"346",NA,NA,NA,10,26,9,5,19,4,1.28977305722082,1.87885175842969,-0.16367245123112,-0.716546172587034,-1.66634770054441,"female",27,0,0
"348",NA,NA,NA,11,25,27,6,16,19,0.616954358386058,1.40021884173848,0.0227040460299897,0.810974737966721,0.512980278034798,"female",31,0,0
"351",NA,NA,NA,9,17,17,4,11,13,-1.40150173811823,-1.47157865840881,-1.28193143479778,-1.67124674168313,-2.00162892801813,"male",37,5,0
"352",NA,NA,NA,12,25,14,7,17,9,0.616954358386058,0.442953008356051,1.14096302959665,0.810974737966721,0.512980278034798,"female",58,0,0
"353",NA,NA,NA,19,21,20,13,13,13,-2.07432043695299,-0.514312825026377,-0.350048948492231,-0.334665944948596,-0.995785245596961,"male",61,1,0
"354",NA,NA,NA,26,29,27,17,19,18,-0.50441013967188,0.203636550010444,1.14096302959665,0.620034624147501,0.848261505508522,"female",26,3,0
"355",NA,NA,NA,19,33,36,8,22,24,-0.0558643404487048,-0.514312825026377,-0.909178440275561,0.620034624147501,0.0100584368242115,"female",40,10,0
"356",NA,NA,NA,10,27,18,6,16,14,0.392681458774471,0.203636550010444,0.58183353781332,0.238154396509063,1.35118334671911,"female",42,0,0
"357",NA,NA,NA,17,27,20,11,17,13,-0.50441013967188,0.203636550010444,0.95458653233554,0.810974737966721,0.848261505508522,"female",33,4,0
"358",NA,NA,NA,23,27,26,13,17,17,-1.17722883850664,-1.2322622000632,0.58183353781332,-0.334665944948596,0.345339664297936,"female",26,0,0
"359",NA,NA,NA,8,17,27,4,9,17,0.168408559162883,-0.27499636668077,-0.909178440275561,-0.525606058767815,0.0100584368242115,"female",49,4,0
"360",NA,NA,NA,17,26,25,12,16,17,1.28977305722082,0.442953008356051,0.0227040460299897,-0.143725831129376,2.692308256614,"female",26,1,0
"361",NA,NA,NA,17,18,21,10,11,13,0.168408559162883,-0.753629283371985,0.58183353781332,1.00191485178594,1.18354273298225,"male",56,2,0
"362",NA,NA,NA,17,26,22,10,16,14,0.841227257997646,-0.0356799083351631,0.0227040460299897,1.00191485178594,0.0100584368242115,"female",32,6,0
"364",NA,NA,NA,15,16,27,9,9,18,-0.50441013967188,0.203636550010444,0.76821003507443,0.620034624147501,-0.157582176912651,"male",48,8,0
